Kanal 1 Alpha,Kanal 1 Beta,Kanal 1 Theta,Kanal 2 Alpha,Kanal 2 Beta,Kanal 2 Theta,Event,Kanal 1 Alpha,Kanal 1 Beta,Kanal 1 Theta,Kanal 2 Alpha,Kanal 2 Beta,Kanal 2 Theta,Event,Kanal 1 Alpha,Kanal 1 Beta,Kanal 1 Theta,Kanal 2 Alpha,Kanal 2 Beta,Kanal 2 Theta
4445313.0,2734375.0,6210938.0,765625.0,734375.0,429688.0,,-1044704.6,228089.4,527472.6,73366.5,356622.7,-580412.1,,-0.064967998,0.013465318,0.036643632,0.068852902,0.867039689,-0.054558535
6234375.0,1960938.0,8648438.0,687500.0,492188.0,828125.0,,744357.4,-545347.6,2964972.6,-4758.5,114435.7,-181975.1,,0.046290032,-0.032194742,0.205977264,-0.004465731,0.278222052,-0.017105598
7539063.0,2296875.0,10804688.0,960938.0,578125.0,765625.0,,2049045.4,-209410.6,5121222.6,268679.5,200372.7,-244475.1,,0.127425855,-0.012362611,0.355772401,0.252149951,0.487156558,-0.022980575
8039063.0,1703125.0,7093750.0,726563.0,351563.0,742188.0,,2549045.4,-803160.6,1410284.6,34304.5,-26189.3,-267912.1,,0.158519812,-0.047414801,0.097972765,0.032194055,-0.063672765,-0.025183645
5367188.0,1609375.0,10054688.0,585938.0,210938.0,625000.0,,-122829.6,-896910.6,4371222.6,-106320.5,-166814.3,-385100.1,,-0.007638517,-0.052949357,0.303669745,-0.099779483,-0.405567582,-0.036199276
21570313.0,14703125.0,18773438.0,1429688.0,17188.0,1656250,,16080295.4,12196839.4,13089972.6,737429.5,-360564.3,646149.9,,1,0.720043667,0.909363122,0.692061745,-0.876622664,0.06073786
4992188.0,1843750.0,6687500.0,539063.0,281250.0,523438.0,,-497829.6,-662535.6,1004034.6,-153195.5,-96502.3,-486662.1,,-0.030958984,-0.039112967,0.069750493,-0.143770663,-0.234621389,-0.045746068
9421875.0,1765625.0,11593750.0,523438.0,351563.0,578125.0,,3931857.4,-740660.6,5910284.6,-168820.5,-26189.3,-431975.1,,0.244514003,-0.043725097,0.410588702,-0.158434389,-0.063672765,-0.040605509
7492188.0,1546875.0,14203125.0,820313.0,484375.0,632813.0,,2002170.4,-959410.6,8519659.6,128054.5,106622.7,-377287.1,,0.124510797,-0.056639061,0.591862527,0.120176413,0.25922668,-0.035464856
1953125.0,1632813.0,4367188.0,468750.0,257813.0,429688.0,,-3536892.6,-873472.6,-1316277.4,-223508.5,-119939.3,-580412.1,,-0.219951967,-0.051565689,-0.091442064,-0.209757901,-0.291602643,-0.054558535
2546875.0,1789063.0,4281250.0,695313.0,437500.0,476563.0,,-2943142.6,-717222.6,-1402215.4,3054.5,59747.7,-533537.1,,-0.183027894,-0.042341428,-0.097412195,0.002866602,0.145261741,-0.050152301
7906250.0,4085938.0,18562500.0,531250.0,250000.0,492188.0,,2416232.4,1579652.4,12879034.6,-161008.5,-127752.3,-517912.1,,0.150260448,0.0932552,0.894709216,-0.151102995,-0.310598015,-0.048683557
5617188.0,3562500.0,9640625.0,437500.0,367188.0,320313.0,,127170.4,1056214.4,3957159.6,-254758.5,-10564.3,-689787.1,,0.007908461,0.062353898,0.274904702,-0.239085354,-0.025684452,-0.064839746
8789063.0,3632813.0,8070313.0,585938.0,406250.0,429688.0,,3299045.4,1126527.4,2386847.6,-106320.5,28497.7,-580412.1,,0.205160746,0.066504845,0.1658148,-0.099779483,0.069285115,-0.054558535
2453125.0,2398438.0,6781250.0,835938.0,375000.0,648438.0,,-3036892.6,-107847.6,1097784.6,143679.5,-2752.3,-361662.1,,-0.188858011,-0.006366813,0.076263325,0.13484014,-0.006691511,-0.033996112
4726563.0,2781250.0,4781250.0,671875.0,406250.0,617188.0,,-763454.6,274964.4,-902215.4,-20383.5,28497.7,-392912.1,,-0.047477648,0.016232596,-0.062677091,-0.019129457,0.069285115,-0.036933601
3609375.0,1914063.0,16734375.0,562500.0,312500.0,523438.0,,-1880642.6,-592222.6,11050909.6,-129758.5,-65252.3,-486662.1,,-0.116953237,-0.03496202,0.767708991,-0.121775542,-0.158644763,-0.045746068
3906250.0,1320313.0,3265625.0,507813.0,203125.0,375000.0,,-1583767.6,-1185972.6,-2417840.4,-184445.5,-174627.3,-635100.1,,-0.098491201,-0.07001421,-0.167967875,-0.173098115,-0.424562954,-0.059699187
4210938.0,1382813.0,10359375.0,773438.0,437500.0,789063.0,,-1279079.6,-1123472.6,4675909.6,81179.5,59747.7,-221037.1,,-0.07954329,-0.066324505,0.324836414,0.076185234,0.145261741,-0.020777412
6671875.0,2781250.0,9812500.0,617188.0,218750.0,593750.0,,1181857.4,274964.4,4129034.6,-75070.5,-159002.3,-416350.1,,0.073497244,0.016232596,0.286844894,-0.07045203,-0.386574641,-0.039136765
4671875.0,1554688.0,4742188.0,523438.0,375000.0,320313.0,,-818142.6,-951597.6,-941277.4,-168820.5,-2752.3,-689787.1,,-0.050878581,-0.056177819,-0.065390736,-0.158434389,-0.006691511,-0.064839746
5820313.0,1867188.0,8515625.0,593750.0,578125.0,648438.0,,330295.4,-639097.6,2832159.6,-98508.5,200372.7,-361662.1,,0.020540381,-0.037729298,0.196750718,-0.092448089,0.487156558,-0.033996112
5109375.0,3281250.0,5890625.0,734375.0,390625.0,710938.0,,-380642.6,774964.4,207159.6,42116.5,12872.7,-299162.1,,-0.023671369,0.045750229,0.014391421,0.039525449,0.031296802,-0.028121134
6914063.0,2343750.0,4820313.0,804688.0,414063.0,515625.0,,1424045.4,-162535.6,-863152.4,112429.5,36310.7,-494475.1,,0.08855841,-0.009595333,-0.059963376,0.105512687,0.088280487,-0.046480487
4671875.0,2031250.0,4117188.0,593750.0,429688.0,570313.0,,-818142.6,-475035.6,-1566277.4,-98508.5,51935.7,-439787.1,,-0.050878581,-0.028043854,-0.108809616,-0.092448089,0.1262688,-0.041339834
6531250.0,1703125.0,13125000.0,726563.0,281250.0,828125.0,,1041232.4,-803160.6,7441534.6,34304.5,-96502.3,-181975.1,,0.064752069,-0.047414801,0.516964959,0.032194055,-0.234621389,-0.017105598
5562500.0,1867188.0,5757813.0,585938.0,492188.0,382813.0,,72482.4,-639097.6,74347.6,-106320.5,114435.7,-627287.1,,0.004507529,-0.037729298,0.005164944,-0.099779483,0.278222052,-0.058964768
4914063.0,1703125.0,4710938.0,679688.0,437500.0,453125.0,,-575954.6,-803160.6,-972527.4,-12570.5,59747.7,-556975.1,,-0.035817414,-0.047414801,-0.06756168,-0.011797125,0.145261741,-0.052355465
6828125.0,1929688.0,5859375.0,734375.0,257813.0,773438.0,,1338107.4,-576597.6,175909.6,42116.5,-119939.3,-236662.1,,0.083214105,-0.034039594,0.012220477,0.039525449,-0.291602643,-0.022246156
3187500.0,1820313.0,3875000.0,632813.0,414063.0,718750.0,,-2302517.6,-685972.6,-1808465.4,-59445.5,36310.7,-291350.1,,-0.143188763,-0.040496576,-0.125634467,-0.055788304,0.088280487,-0.027386809
3937500.0,1945313.0,8625000.0,460938.0,359375.0,453125.0,,-1552517.6,-560972.6,2941534.6,-231320.5,-18377.3,-556975.1,,-0.096547829,-0.033117168,0.204349022,-0.217089295,-0.044679824,-0.052355465
4117188.0,2109375.0,5007813.0,609375.0,296875.0,500000.0,,-1372829.6,-396910.6,-675652.4,-82883.5,-80877.3,-510100.1,,-0.085373407,-0.023431724,-0.046937712,-0.077784363,-0.196633076,-0.047949232
2500000.0,2492188.0,3820313.0,484375.0,437500.0,421875.0,,-2990017.6,-14097.6,-1863152.4,-207883.5,59747.7,-588225.1,,-0.185942953,-0.000832256,-0.129433585,-0.195094174,0.145261741,-0.055292954
4539063.0,1640625.0,5156250.0,617188.0,500000.0,750000.0,,-950954.6,-865660.6,-527215.4,-75070.5,122247.7,-260100.1,,-0.059137882,-0.051104505,-0.036625763,-0.07045203,0.297214993,-0.02444932
5554688.0,1734375.0,6710938.0,890625.0,351563.0,875000.0,,64670.4,-771910.6,1027472.6,198366.5,-26189.3,-135100.1,,0.004021717,-0.045569949,0.071378736,0.186162713,-0.063672765,-0.012699364
3906250.0,1648438.0,4796875.0,570313.0,390625.0,671875.0,,-1583767.6,-857847.6,-886590.4,-121945.5,12872.7,-338225.1,,-0.098491201,-0.050643263,-0.061591619,-0.11444321,0.031296802,-0.031793042
6257813.0,2015625.0,12148438.0,515625.0,289063.0,835938.0,,767795.4,-490660.6,6464972.6,-176633.5,-88689.3,-174162.1,,0.047747593,-0.02896628,0.449122993,-0.165766721,-0.215626017,-0.016371178
4179688.0,1367188.0,3781250.0,664063.0,234375.0,515625.0,,-1310329.6,-1139097.6,-1902215.4,-28195.5,-143377.3,-494475.1,,-0.081486663,-0.067246931,-0.132147299,-0.026460851,-0.348586328,-0.046480487
5687500.0,1945313.0,5101563.0,687500.0,382813.0,500000.0,,197482.4,-560972.6,-581902.4,-4758.5,5060.7,-510100.1,,0.012281018,-0.033117168,-0.04042488,-0.004465731,0.012303861,-0.047949232
4320313.0,2414063.0,4382813.0,757813.0,382813.0,531250.0,,-1169704.6,-92222.6,-1300652.4,65554.5,5060.7,-478850.1,,-0.072741487,-0.005444387,-0.090356592,0.061521508,0.012303861,-0.045011743
6476563.0,1398438.0,5304688.0,1054688.0,343750.0,726563.0,,986545.4,-1107847.6,-378777.4,362429.5,-34002.3,-283537.1,,0.061351199,-0.065402079,-0.026313744,0.34013231,-0.082668137,-0.02665239
5718750.0,2195313.0,5414063.0,726563.0,429688.0,546875.0,,228732.4,-310972.6,-269402.4,34304.5,51935.7,-463225.1,,0.01422439,-0.018358351,-0.01871544,0.032194055,0.1262688,-0.043542998
3453125.0,2617188.0,5164063.0,617188.0,468750.0,640625.0,,-2036892.6,110902.4,-519402.4,-75070.5,90997.7,-369475.1,,-0.126670099,0.006547152,-0.036082992,-0.07045203,0.221238367,-0.034730531
3000000.0,1500000.0,2945313.0,539063.0,351563.0,617188.0,,-2490017.6,-1006285.6,-2738152.4,-153195.5,-26189.3,-392912.1,,-0.154848996,-0.05940634,-0.190220017,-0.143770663,-0.063672765,-0.036933601
4835938.0,2125000.0,12796875.0,632813.0,367188.0,570313.0,,-654079.6,-381285.6,7113409.6,-59445.5,-10564.3,-439787.1,,-0.040675845,-0.022509298,0.494170047,-0.055788304,-0.025684452,-0.041339834
6265625.0,2054688.0,10500000.0,640625.0,289063.0,570313.0,,775607.4,-451597.6,4816534.6,-51633.5,-88689.3,-439787.1,,0.048233405,-0.026660186,0.334605662,-0.04845691,-0.215626017,-0.041339834
4523438.0,2671875.0,9343750.0,476563.0,320313.0,523438.0,,-966579.6,165589.4,3660284.6,-215695.5,-57439.3,-486662.1,,-0.060109568,0.009775614,0.254280734,-0.202425568,-0.139649391,-0.045746068
5070313.0,1859375.0,8289063.0,679688.0,343750.0,656250.0,,-419704.6,-646910.6,2605597.6,-12570.5,-34002.3,-353850.1,,-0.026100553,-0.038190541,0.181011408,-0.011797125,-0.082668137,-0.033261787
9656250.0,2507813.0,8382813.0,507813.0,382813.0,515625.0,,4166232.4,1527.4,2699347.6,-184445.5,5060.7,-494475.1,,0.259089295,9.01697E-05,0.18752424,-0.173098115,0.012303861,-0.046480487
4250000.0,1859375.0,4320313.0,539063.0,351563.0,421875.0,,-1240017.6,-646910.6,-1363152.4,-153195.5,-26189.3,-588225.1,,-0.077114106,-0.038190541,-0.09469848,-0.143770663,-0.063672765,-0.055292954
3710938.0,1617188.0,7117188.0,718750.0,492188.0,812500.0,,-1779079.6,-889097.6,1433722.6,26491.5,114435.7,-197600.1,,-0.110637246,-0.052488115,0.099601008,0.024861722,0.278222052,-0.018574342
5523438.0,2023438.0,7789063.0,531250.0,351563.0,679688.0,,33420.4,-482847.6,2105597.6,-161008.5,-26189.3,-330412.1,,0.002078345,-0.028505038,0.146276304,-0.151102995,-0.063672765,-0.031058623
9289063.0,2164063.0,3937500.0,898438.0,421875.0,671875.0,,3799045.4,-342222.6,-1745965.4,206179.5,44122.7,-338225.1,,0.236254702,-0.020203203,-0.121292579,0.193495046,0.107273428,-0.031793042
3273438.0,2132813.0,3695313.0,531250.0,304688.0,593750.0,,-2216579.6,-373472.6,-1988152.4,-161008.5,-73064.3,-416350.1,,-0.137844458,-0.022048055,-0.138117361,-0.151102995,-0.177637704,-0.039136765
4703125.0,2554688.0,3109375.0,578125.0,375000.0,500000.0,,-786892.6,48402.4,-2574090.4,-114133.5,-2752.3,-510100.1,,-0.048935208,0.002857448,-0.178822595,-0.107111816,-0.006691511,-0.047949232
6203125.0,1695313.0,5531250.0,921875.0,281250.0,554688.0,,713107.4,-810972.6,-152215.4,229616.5,-96502.3,-455412.1,,0.04434666,-0.047875985,-0.010574435,0.215490166,-0.234621389,-0.042808579
5046875.0,2023438.0,7523438.0,664063.0,289063.0,460938.0,,-443142.6,-482847.6,1839972.6,-28195.5,-88689.3,-549162.1,,-0.027558113,-0.028505038,0.12782328,-0.026460851,-0.215626017,-0.051621046
5242188.0,2875000.0,8562500.0,726563.0,304688.0,835938.0,,-247829.6,368714.4,2879034.6,34304.5,-73064.3,-174162.1,,-0.015412006,0.021767152,0.200007134,0.032194055,-0.177637704,-0.016371178
4820313.0,3453125.0,6851563.0,507813.0,359375.0,476563.0,,-669704.6,946839.4,1168097.6,-184445.5,-18377.3,-533537.1,,-0.041647531,0.055896916,0.081147984,-0.173098115,-0.044679824,-0.050152301
12078125.0,2148438.0,6562500.0,695313.0,625000.0,656250.0,,6588107.4,-357847.6,879034.6,3054.5,247247.7,-353850.1,,0.409700645,-0.021125629,0.061066717,0.002866602,0.601121498,-0.033261787
3523438.0,1843750.0,4835938.0,531250.0,250000.0,312500.0,,-1966579.6,-662535.6,-847527.4,-161008.5,-127752.3,-697600.1,,-0.12229748,-0.039112967,-0.058877904,-0.151102995,-0.310598015,-0.065574165
4851563.0,1515625.0,5031250.0,742188.0,328125.0,656250.0,,-638454.6,-990660.6,-652215.4,49929.5,-49627.3,-353850.1,,-0.039704159,-0.058483914,-0.045309539,0.046857781,-0.12065645,-0.033261787
5710938.0,1750000.0,7242188.0,625000.0,226563.0,648438.0,,220920.4,-756285.6,1558722.6,-67258.5,-151189.3,-361662.1,,0.013738578,-0.044647523,0.108284784,-0.063120636,-0.367579269,-0.033996112
5265625.0,1492188.0,4445313.0,820313.0,281250.0,750000.0,,-224392.6,-1014097.6,-1238152.4,128054.5,-96502.3,-260100.1,,-0.013954508,-0.059867523,-0.086014704,0.120176413,-0.234621389,-0.02444932
3671875.0,2804688.0,4117188.0,609375.0,671875.0,515625.0,,-1818142.6,298402.4,-1566277.4,-82883.5,294122.7,-494475.1,,-0.113066493,0.017616265,-0.108809616,-0.077784363,0.715086437,-0.046480487
3898438.0,2257813.0,14328125.0,585938.0,296875.0,640625.0,,-1591579.6,-248472.6,8644659.6,-106320.5,-80877.3,-369475.1,,-0.098977013,-0.014668647,0.600546303,-0.099779483,-0.196633076,-0.034730531
3140625.0,2312500.0,5687500.0,632813.0,382813.0,554688.0,,-2349392.6,-193785.6,4034.6,-59445.5,5060.7,-455412.1,,-0.146103821,-0.011440185,0.000280285,-0.055788304,0.012303861,-0.042808579
4203125.0,1414063.0,5343750.0,484375.0,351563.0,562500.0,,-1286892.6,-1092222.6,-339715.4,-207883.5,-26189.3,-447600.1,,-0.080029164,-0.064479653,-0.023600099,-0.195094174,-0.063672765,-0.042074254
9085938.0,3054688.0,7343750.0,679688.0,234375.0,375000.0,,3595920.4,548402.4,1660284.6,-12570.5,-143377.3,-635100.1,,0.223622782,0.032375081,0.115340317,-0.011797125,-0.348586328,-0.059699187
2867188.0,2148438.0,8093750.0,578125.0,570313.0,570313.0,,-2622829.6,-357847.6,2410284.6,-114133.5,192560.7,-439787.1,,-0.163108297,-0.021125629,0.167442974,-0.107111816,0.468163618,-0.041339834
5625000.0,1929688.0,5281250.0,765625.0,437500.0,671875.0,,134982.4,-576597.6,-402215.4,73366.5,59747.7,-338225.1,,0.008394273,-0.034039594,-0.027941987,0.068852902,0.145261741,-0.031793042
5406250.0,1921875.0,4007813.0,968750.0,507813.0,625000.0,,-83767.6,-584410.6,-1675652.4,276491.5,130060.7,-385100.1,,-0.005209332,-0.034500836,-0.11640792,0.259481345,0.316210365,-0.036199276
2843750.0,1562500.0,4656250.0,750000.0,304688.0,695313.0,,-2646267.6,-943785.6,-1027215.4,57741.5,-73064.3,-314787.1,,-0.164565858,-0.055716635,-0.071360867,0.054189175,-0.177637704,-0.029589879
2773438.0,2148438.0,3437500.0,531250.0,250000.0,406250.0,,-2716579.6,-357847.6,-2245965.4,-161008.5,-127752.3,-603850.1,,-0.168938414,-0.021125629,-0.156027683,-0.151102995,-0.310598015,-0.056761698
2718750.0,1921875.0,5156250.0,554688.0,257813.0,625000.0,,-2771267.6,-584410.6,-527215.4,-137570.5,-119939.3,-385100.1,,-0.172339347,-0.034500836,-0.036625763,-0.129106936,-0.291602643,-0.036199276
7335938.0,3093750.0,6156250.0,664063.0,515625.0,500000.0,,1845920.4,587464.4,472784.6,-28195.5,137872.7,-510100.1,,0.114793936,0.034681117,0.032844445,-0.026460851,0.335203306,-0.047949232
8445313.0,2078125.0,6750000.0,750000.0,625000.0,718750.0,,2955295.4,-428160.6,1066534.6,57741.5,247247.7,-291350.1,,0.183783651,-0.025276576,0.074092381,0.054189175,0.601121498,-0.027386809
4984375.0,1937500.0,7187500.0,531250.0,562500.0,437500.0,"Creative, Communal Thinking",-505642.6,-568785.6,1504034.6,-161008.5,184747.7,-572600.1,"Creative, Communal Thinking",-0.031444858,-0.03357841,0.104485597,-0.151102995,0.449168245,-0.053824209
6843750.0,1656250.0,7570313.0,859375.0,343750.0,390625.0,,1353732.4,-850035.6,1886847.6,167116.5,-34002.3,-619475.1,,0.084185791,-0.050182079,0.131079696,0.15683526,-0.082668137,-0.058230443
2804688.0,2148438.0,6039063.0,539063.0,570313.0,617188.0,,-2685329.6,-357847.6,355597.6,-153195.5,192560.7,-392912.1,,-0.166995042,-0.021125629,0.02470344,-0.143770663,0.468163618,-0.036933601
5226563.0,1273438.0,4406250.0,718750.0,250000.0,531250.0,,-263454.6,-1232847.6,-1277215.4,26491.5,-127752.3,-478850.1,,-0.016383692,-0.072781488,-0.088728419,0.024861722,-0.310598015,-0.045011743
2328125.0,1664063.0,3734375.0,500000.0,257813.0,554688.0,,-3161892.6,-842222.6,-1949090.4,-192258.5,-119939.3,-455412.1,,-0.1966315,-0.049720837,-0.135403715,-0.180430448,-0.291602643,-0.042808579
2851563.0,1570313.0,4593750.0,515625.0,429688.0,437500.0,,-2638454.6,-935972.6,-1089715.4,-176633.5,51935.7,-572600.1,,-0.164079984,-0.055255393,-0.075702755,-0.165766721,0.1262688,-0.053824209
3085938.0,2398438.0,2867188.0,531250.0,351563.0,523438.0,,-2404079.6,-107847.6,-2816277.4,-161008.5,-26189.3,-486662.1,,-0.149504692,-0.006366813,-0.195647377,-0.151102995,-0.063672765,-0.045746068
5242188.0,2031250.0,10398438.0,726563.0,257813.0,734375.0,,-247829.6,-475035.6,4714972.6,34304.5,-119939.3,-275725.1,,-0.015412006,-0.028043854,0.327550129,0.032194055,-0.291602643,-0.025918064
3695313.0,2414063.0,4554688.0,656250.0,390625.0,695313.0,,-1794704.6,-92222.6,-1128777.4,-36008.5,12872.7,-314787.1,,-0.111608933,-0.005444387,-0.0784164,-0.033793183,0.031296802,-0.029589879
4835938.0,1273438.0,5867188.0,578125.0,507813.0,648438.0,,-654079.6,-1232847.6,183722.6,-114133.5,130060.7,-361662.1,,-0.040675845,-0.072781488,0.012763248,-0.107111816,0.316210365,-0.033996112
3976563.0,2179688.0,5117188.0,687500.0,414063.0,375000.0,,-1513454.6,-326597.6,-566277.4,-4758.5,36310.7,-635100.1,,-0.094118582,-0.019280777,-0.039339408,-0.004465731,0.088280487,-0.059699187
2687500.0,2335938.0,8757813.0,531250.0,250000.0,632813.0,,-2802517.6,-170347.6,3074347.6,-161008.5,-127752.3,-377287.1,,-0.174282719,-0.010056517,0.213575568,-0.151102995,-0.310598015,-0.035464856
4296875.0,1445313.0,5968750.0,820313.0,289063.0,757813.0,,-1193142.6,-1060972.6,285284.6,128054.5,-88689.3,-252287.1,,-0.074199048,-0.062634801,0.019818781,0.120176413,-0.215626017,-0.023714901
3906250.0,2546875.0,5882813.0,695313.0,414063.0,578125.0,,-1583767.6,40589.4,199347.6,3054.5,36310.7,-431975.1,,-0.098491201,0.002396205,0.01384872,0.002866602,0.088280487,-0.040605509
3460938.0,3640625.0,7789063.0,539063.0,304688.0,750000.0,,-2029079.6,1134339.4,2105597.6,-153195.5,-73064.3,-260100.1,,-0.126184225,0.066966028,0.146276304,-0.143770663,-0.177637704,-0.02444932
4328125.0,1523438.0,7968750.0,664063.0,250000.0,554688.0,,-1161892.6,-982847.6,2285284.6,-28195.5,-127752.3,-455412.1,,-0.072255675,-0.058022671,0.158759198,-0.026460851,-0.310598015,-0.042808579
3445313.0,2718750.0,7007813.0,656250.0,562500.0,734375.0,,-2044704.6,212464.4,1324347.6,-36008.5,184747.7,-275725.1,,-0.127155911,0.012542892,0.092002704,-0.033793183,0.449168245,-0.025918064
4000000.0,7898438.0,5226563.0,484375.0,406250.0,382813.0,,-1490017.6,5392152.4,-456902.4,-207883.5,28497.7,-627287.1,,-0.092661084,0.318327154,-0.031741104,-0.195094174,0.069285115,-0.058964768
6375000.0,3820313.0,11460938.0,695313.0,265625.0,695313.0,,884982.4,1314027.4,5777472.6,3054.5,-112127.3,-314787.1,,0.055035208,0.077573957,0.401362225,0.002866602,-0.272609702,-0.029589879
2789063.0,1828125.0,3929688.0,492188.0,382813.0,281250.0,,-2700954.6,-678160.6,-1753777.4,-200070.5,5060.7,-728850.1,,-0.167966728,-0.040035393,-0.12183528,-0.187761842,0.012303861,-0.068511654
